index,genres,id,original_language,title
3288,Drama Romance Foreign,31336,fr,The Carriers Are Waiting
3289,Drama,462,en,Erin Brockovich
3290,Horror,9532,en,Final Destination
3291,,117259,en,Soft Fruit
3292,Drama Music TV Movie,78231,en,Babymother
3293,Adventure Drama Family,2383,en,The Bear
3294,Drama Thriller Mystery,25503,en,Impact
3295,Drama Romance,53879,en,Love Is a Many-Splendored Thing
3296,Drama History,1396,ru,Mirror
3297,Action Adventure Comedy,11570,en,The Crimson Pirate
3298,Drama Thriller Crime Adventure,1541,en,Thelma & Louise
3299,,150043,en,Something For Everyone
3300,Crime Drama Mystery Thriller,17443,en,...And Justice for All
3301,Comedy,8469,en,Animal House
3302,Comedy Romance,27995,en,Shes Gotta Have It
3303,Comedy Drama,36739,en,School Daze
3304,Drama,925,en,Do the Right Thing
3305,Drama Romance,41823,en,Mo Better Blues
3306,Drama Romance,1713,en,Jungle Fever
3307,Action Crime Drama Thriller,26170,en,Coogans Bluff
3308,Drama Family,30547,en,The Champ
3309,Animation Comedy Family,54825,en,Creature Comforts
3310,Action Crime Drama Thriller,13939,en,Death Wish
3311,Action Crime Thriller,14373,en,Death Wish 2
3312,Action Crime Drama Thriller,24873,en,Death Wish 3
3313,Thriller Action Adventure Crime,26263,en,Death Wish 4: The Crackdown
3314,Action Crime Drama Thriller,34746,en,Death Wish 5: The Face of Death
3315,Drama Mystery Thriller,996,en,Double Indemnity
3316,Drama Romance,9079,en,Dying Young
3317,Drama Action Comedy Music Romance,1496,en,Cool as Ice
3318,Science Fiction Action Adventure Comedy Family,1498,en,Teenage Mutant Ninja Turtles
3319,Science Fiction Adventure Action Comedy Family,1497,en,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
3320,Action Adventure Comedy Family Fantasy Science Fiction,1499,en,Teenage Mutant Ninja Turtles III
3321,Action Thriller,1880,en,Red Dawn
3322,Action Crime Drama,33762,en,Band of the Hand
3323,Drama Action,103960,en,Born American
3324,Action,11690,en,Bloodsport
3325,Drama Horror Mystery Thriller,29143,en,Eyes of Laura Mars
3326,Comedy,35292,en,Funny Bones
3327,Drama,36652,en,The Good Earth
3328,Comedy Drama War,801,en,"Good Morning, Vietnam"
3329,Drama Romance,104301,en,The Good Mother
3330,Comedy Family Romance,11520,en,Grumpy Old Men
3331,Comedy Drama Romance,1879,en,Guess Whos Coming to Dinner
3332,Action Crime Thriller,2085,en,Romeo Must Die
3333,Romance,13539,en,Here On Earth
3334,Drama Comedy Romance,16222,en,Whatever It Takes
3335,Drama Thriller Romance,109479,en,Buddy Boy
3336,Drama Family,17078,fa,The Color of Paradise
3337,Drama Romance,37722,en,Waking the Dead
3338,Drama Romance,75892,de,Blood and Sand
3339,Drama Fantasy Horror,33516,en,Gothic
3340,Comedy Horror Music,99008,en,Hillbillys in a Haunted House
3341,Thriller Adventure Drama,9960,en,Lord of the Flies
3342,Drama Comedy,3082,en,Modern Times
3343,Comedy,49338,en,National Lampoons Last Resort
3344,Adventure Drama Action Thriller Science Fiction Foreign,2102,en,Solar Crisis
3345,Comedy Drama,52961,en,Thats Life!
3346,Fantasy Drama Comedy Science Fiction Romance,12187,en,Heart and Souls
3347,Action Drama Western,24748,en,Hud
3348,Drama,990,en,The Hustler
3349,Drama History,1908,en,Inherit the Wind
3350,Action Adventure Drama,9764,ru,Dersu Uzala
3351,Science Fiction Drama,840,en,Close Encounters of the Third Kind
3352,Mystery Horror,39890,en,The City of the Dead
3353,,42237,fr,Jonah Who Will Be 25 in the Year 2000
3354,Science Fiction Thriller,26689,en,Retroactive
3355,Drama Romance,25673,en,A Place in the Sun
3356,Drama Mystery Horror,2291,en,Jacobs Ladder
3357,Comedy Drama,13531,en,Empire Records
3358,Drama Music,16620,en,La Bamba
3359,Adventure Drama Fantasy Romance,526,en,Ladyhawke
3360,Comedy Drama Romance,13346,en,Lucas
3361,Comedy Drama Romance Music,243,en,High Fidelity
3362,Adventure Animation Comedy Family,10501,en,The Road to El Dorado
3363,Crime Drama Thriller,11478,en,The Skulls
3364,Horror Thriller,96167,en,Autopsy
3365,Science Fiction,24212,en,Devil Girl from Mars
3366,Western,6644,en,El Dorado
3367,Horror Science Fiction,41038,en,The Hideous Sun Demon
3368,Adventure Fantasy Comedy Family,879,en,Hook
3369,Horror,32613,en,Horror Express
3370,Comedy Romance,39406,en,My Chauffeur
3371,Adventure Drama Action Romance,85689,en,The Son of the Sheik
3372,Horror Mystery Thriller,31624,it,Torso
3373,Western,17529,en,True Grit
3374,Action Adventure Comedy Drama,40841,en,Roadside Prophets
3375,Drama Music,118098,en,Madame Sousatzka
3376,Comedy Drama Family,1793,en,Max Dugan Returns
3377,Drama Crime,11327,en,Midnight Express
3378,Drama Thriller,1700,en,Misery
3379,Drama Comedy,54087,en,Mr. Saturday Night
3380,Comedy Romance,34322,en,Murphys Romance
3381,Drama Romance,41659,en,My Life
3382,Drama Science Fiction Adventure Mystery,593,ru,Solaris
3383,Drama,10774,en,Network
3384,Action Drama Thriller,10083,en,No Way Out
3385,Comedy Drama,29786,en,North Dallas Forty
3386,Comedy,11356,en,The Odd Couple
3387,Drama Western,10747,en,The Outlaw Josey Wales
3388,Drama,38809,en,Black and White
3389,Crime Drama Science Fiction Thriller,10559,en,Frequency
3390,Action Comedy Drama,20697,en,Ready to Rumble
3391,Romance Comedy Drama,2621,en,Return to Me
3392,Action Adventure Drama History War,10479,en,Rules of Engagement
3393,Drama,125709,en,Joe Goulds Secret
3394,Comedy Romance,49721,en,Me Myself I
3395,Fantasy Comedy Romance,2006,en,"Bell, Book and Candle"
3396,Drama Crime Horror,184885,en,The Bells
3397,Drama Thriller,46625,en,The End of Violence
3398,Action Adventure War Thriller,17339,en,Force 10 from Navarone
3399,Comedy Music Romance,26879,en,How to Stuff a Wild Bikini
3400,Crime Drama Comedy,11305,en,Mystery Train
3401,Crime Drama History,48211,en,Sacco & Vanzetti
3402,Action Thriller,28975,en,Taffin
3403,Comedy Drama Romance,13665,en,Arthur
3404,Comedy,12309,en,Bachelor Party
3405,Comedy Drama Family,1552,en,Parenthood
3406,Science Fiction Action Adventure Thriller,106,en,Predator
3407,Drama Romance,10333,en,The Prince of Tides
3408,Romance Crime Drama,11027,en,The Postman Always Rings Twice
3409,Drama Comedy,61560,fr,Smoking / No Smoking
3410,Comedy,123757,en,All the Vermeers in New York
3411,Drama,27197,ja,An Actors Revenge
3412,Comedy Drama,10468,en,28 Days
3413,Thriller Drama Crime,1359,en,American Psycho
3414,Comedy,4967,en,Keeping the Faith
3415,Comedy Crime Drama,31776,en,Where the Money is
3416,Comedy,10557,en,East Is East
3417,Documentary Music,27745,en,The Filth and the Fury
3418,Drama Romance,19214,en,Passion of Mind
3419,Action Drama Thriller,46686,en,Third World Cop
3420,Drama,71402,fr,Coming Apart
3421,Comedy Drama,13776,en,Diner
3422,Action Comedy,26291,en,Shakes the Clown
3423,Drama Music Romance,10784,en,Cabaret
3424,Drama Horror Thriller,10242,en,What Ever Happened to Baby Jane?
3425,Drama,27857,en,Prick Up Your Ears
3426,Comedy Drama,16347,en,Auntie Mame
3427,Comedy Music Romance,4825,en,Guys and Dolls
3428,Horror Thriller Romance,11654,en,The Hunger
3429,Thriller,10518,en,Marathon Man
3430,Comedy,11977,en,Caddyshack
3431,Drama Mystery Thriller,18041,en,Gossip
3432,Action Comedy Drama Romance,14736,en,Love & Basketball
3433,Action Drama Thriller War,3536,en,U-571
3434,Drama Romance,1443,en,The Virgin Suicides
3435,Crime Drama Mystery,10424,en,Jennifer Eight
3436,Drama,80677,fr,The Law
3437,Comedy Drama Romance,28971,en,Limelight
3438,Drama Horror Romance,49096,ja,Empire of Passion
3439,Drama,310431,en,Stacys Knights
3440,Comedy Drama,40562,en,Committed
3441,Action Science Fiction Thriller,9456,en,The Crow: Salvation
3442,Science Fiction Comedy Family Romance,889,en,The Flintstones in Viva Rock Vegas
3443,Comedy Drama Romance,10564,en,Where the Heart Is
3444,Comedy Drama,15723,en,The Big Kahuna
3445,Comedy Drama Foreign Romance,19600,en,Bossa Nova
3446,Comedy Romance,125537,en,Smiling Fish & Goat On Fire
3447,Drama Comedy,452,da,The Idiots
3448,Drama Foreign Romance,68170,en,The Last September
3449,Drama,36234,en,Timecode
3450,Horror Science Fiction,39283,fr,Carnosaur
3451,Horror Science Fiction,65460,fr,Carnosaur 2
3452,Action Horror Science Fiction,55667,fr,Carnosaur 3: Primal Species
3453,Drama Romance,31978,en,Defying Gravity
3454,Action Horror Science Fiction Thriller,12476,en,The Hidden
3455,Drama Romance,5241,en,Two Moon Junction
3456,Action Drama Adventure,98,en,Gladiator
3457,Romance Drama Adventure,21311,en,I Dreamed of Africa
3458,Drama Romance,47724,en,Up at the Villa
3459,Comedy Drama,11129,en,Human Traffic
3460,Drama,94214,en,"Jails, Hospitals & Hip-Hop"
3461,,117781,en,Black Tights
3462,Action Drama Romance Thriller,1058,en,Breathless
3463,Action Adventure Drama Family,37112,en,The Great Locomotive Chase
3464,Drama Romance Music,42159,en,The Idolmaker
3465,Horror Thriller,16395,en,Inferno
3466,Drama,50627,en,The King of Marvin Gardens
3467,Drama Adventure Fantasy,5608,de,"The Nibelungs, Tale 1: Siegfried"
3468,Drama,38925,en,The Lords of Flatbush
3469,Comedy Drama Family,13105,en,Mr. Mom
3470,Animation Drama Family Science Fiction Mystery,22501,fr,Time Masters
3471,Action Science Fiction War,5491,en,Battlefield Earth
3472,Drama Music,10560,en,Center Stage
3473,Comedy,19489,en,Held Up
3474,Action Comedy,19419,en,Screwed
3475,Comedy Romance,23531,en,Whipped
3476,Drama,10688,en,Hamlet
3477,Comedy Fantasy Music Romance,17889,en,Anchors Aweigh
3478,Comedy Music Romance,18228,en,Blue Hawaii
3479,Adventure Family Comedy Western,80351,en,The Castaway Cowboy
3480,Comedy Music,18642,en,G.I. Blues
3481,Comedy,205054,en,The Gay Deceivers
3482,Comedy Drama Music,39391,en,Gypsy
3483,Drama Action Music Romance,18644,en,King Creole
3484,Comedy Music Romance,31516,en,On the Town
3485,Family,45827,en,One Little Indian
3486,Adventure Comedy,5683,en,Pee-wees Big Adventure
3487,Documentary,113279,en,Regret to Inform
3488,Drama Music Romance,2094,en,Roustabout
3489,Animation Family,14906,en,Saludos Amigos
3490,Adventure Family Fantasy Romance,16176,en,The Slipper and the Rose
3491,Drama Comedy Crime,52770,en,Things Change
3492,Action Comedy Romance Thriller,12518,en,Honeymoon in Vegas
3493,Animation Family,10567,en,Dinosaur
3494,Drama Comedy Romance Family,10642,en,Loser
3495,Comedy Adventure,9285,en,Road Trip
3496,Action Comedy Crime,10569,en,Small Time Crooks
3497,Comedy,21879,en,The Hollywood Knights
3498,Drama Comedy,98502,en,The Myth Of Fingerprints
3499,Drama Horror,21484,fr,Possession
3500,Comedy,24918,en,The Twelve Chairs
3501,Adventure Action Thriller,955,en,Mission: Impossible II
3502,Adventure Action Comedy Western,8584,en,Shanghai Noon
3503,Documentary Music,47295,en,Better Living Through Circuitry
3504,Drama Comedy,11332,en,8 ½ Women
3505,Horror Mystery,16093,en,Carnival of Souls
3506,Action Drama History,29372,en,Flying Tigers
3507,Adventure Comedy Drama,962,en,The Gold Rush
3508,Fantasy Horror Science Fiction,5483,en,Lisa and the Devil
3509,Romance Comedy,21060,en,Its in the Water
3510,Comedy Crime Drama,30588,en,Monsieur Verdoux
3511,Adventure Action Thriller,668,en,On Her Majestys Secret Service
3512,Drama Thriller,23518,en,Seven Days in May
3513,Adventure Action Thriller,691,en,The Spy Who Loved Me
3514,Romance Drama,31353,fr,Those Who Love Me Can Take the Train
3515,Drama,44018,fr,Vagabond
3516,Action Adventure Thriller Science Fiction,698,en,Moonraker
3517,Adventure Action Thriller,682,en,The Man with the Golden Gun
3518,Comedy Drama,28973,en,A King in New York
3519,Drama Romance,28974,en,A Woman of Paris
3520,Action Romance Western,40685,en,In Old California
3521,Action War,22994,en,The Fighting Seabees
3522,Drama Romance Western,40639,en,Dark Command
3523,Comedy Drama,499,fr,Cléo from 5 to 7
3524,Crime Comedy,9600,en,Big Mommas House
3525,Family,120077,en,Running Free
3526,Adventure Horror,38006,en,The Abominable Snowman
3527,Thriller Drama Crime Romance,2768,en,American Gigolo
3528,Crime Horror Thriller,42002,es,Anguish
3529,Horror,40365,es,The Blood Spattered Bride
3530,Horror,24920,it,City of the Living Dead
3531,Documentary,21,en,The Endless Summer
3532,Action Adventure Drama War,10911,en,The Guns of Navarone
3533,Drama Comedy,10102,fr,La Grande Bouffe
3534,Drama Thriller Mystery,30308,en,Lured
3535,Fantasy Drama Mystery Romance,38688,en,Pandora and the Flying Dutchman
3536,Horror Science Fiction,26912,en,Quatermass and the Pit
3537,Horror Science Fiction,26278,en,Quatermass II
3538,Horror,26953,en,Puppet Master
3539,Horror,26954,en,Puppet Master II
3540,Horror,26956,en,Puppet Master III Toulons Revenge
3541,Horror,26957,en,Puppet Master 4
3542,Horror,26958,en,Puppet Master 5: The Final Chapter
3543,Horror,26959,pt,Curse of the Puppet Master
3544,Horror,26960,en,Retro Puppet Master
3545,Comedy Crime Action,80287,en,Rent-a-Cop
3546,Drama Romance,6003,en,Romeo and Juliet
3547,Comedy Fantasy,23939,en,Stay Tuned
3548,Drama War,46614,en,The Story of G.I. Joe
3549,Western Comedy,11072,en,Blazing Saddles
3550,Adventure Family Romance,23069,en,Benji
3551,Action Adventure Family,21299,en,Benji the Hunted
3552,Family,38802,en,For the Love of Benji
3553,Comedy Music Romance,13368,en,White Christmas
3554,Drama Fantasy Horror Science Fiction,985,en,Eraserhead
3555,Documentary,14002,en,Baraka
3556,Crime Drama Romance,541,en,The Man with the Golden Arm
3557,Documentary Music,21137,en,The Decline of Western Civilization
3558,Documentary Music,36724,en,The Decline of Western Civilization Part II: The Metal Years
3559,Western,938,it,For a Few Dollars More
3560,Action Crime Thriller,10648,en,Magnum Force
3561,Crime Drama Thriller,11368,en,Blood Simple
3562,Music Drama Romance,10875,en,The Fabulous Baker Boys
3563,Romance Comedy Crime Drama,2075,en,Prizzis Honor
3564,Drama Horror Science Fiction Thriller,1551,en,Flatliners
3565,Animation Science Fiction Fantasy Adventure,22500,fr,Gandahar
3566,Comedy,10246,en,Porkys
3567,Comedy,19698,en,Porkys II: The Next Day
3568,Comedy,23919,en,Porkys 3: Revenge
3569,Comedy Romance,18835,en,Private School
3570,Horror Comedy Science Fiction,26554,en,Class of Nuke Em High
3571,Science Fiction Action Comedy Horror,15239,en,The Toxic Avenger
3572,Comedy Horror Action,28165,en,The Toxic Avenger Part II
3573,Comedy Horror Action Science Fiction,28169,en,The Toxic Avenger Part III: The Last Temptation of Toxie
3574,Comedy Horror Science Fiction,15762,en,Night of the Creeps
3575,Science Fiction Action Thriller,169,en,Predator 2
3576,Action Science Fiction,865,en,The Running Man
3577,Action Adventure Romance Science Fiction,9663,en,Starman
3578,Comedy Drama Science Fiction,26889,en,The Brother from Another Planet
3579,Crime Science Fiction Thriller,10128,en,Alien Nation
3580,Adventure Action Thriller Science Fiction,9659,en,Mad Max
3581,Adventure Action Thriller Science Fiction,8810,en,Mad Max 2: The Road Warrior
3582,Action Adventure Science Fiction,9355,en,Mad Max Beyond Thunderdome
3583,Action Adventure Comedy Romance,1727,en,Bird on a Wire
3584,Horror Mystery Thriller,635,en,Angel Heart
3585,Drama Romance,10068,en,Nine 1/2 Weeks
3586,Fantasy Drama Horror Action Thriller,11495,en,Firestarter
3587,Fantasy Horror Thriller,11428,en,Sleepwalkers
3588,Action Adventure Comedy Crime Drama,10117,en,Action Jackson
3589,Drama Family Foreign Music,35936,en,Sarafina!
3590,Comedy Drama Romance,25562,en,Soapdish
3591,Drama History,51763,en,The Long Walk Home
3592,Drama,73079,en,Claras Heart
3593,Crime Comedy,38921,en,Burglar
3594,Adventure Action Comedy Thriller,35463,en,Fatal Beauty
3595,Action Crime Thriller,9679,en,Gone in Sixty Seconds
3596,Documentary,24587,en,American Pimp
3597,Comedy Music Romance,51333,en,Loves Labours Lost
3598,Drama History,17771,en,Sunshine
3599,Action Comedy Mystery Thriller,31610,en,Trixie
3600,Comedy,60005,en,American Virgin
3601,Drama History,10264,en,Hamlet
3602,Drama Romance War,31657,en,Coming Home
3603,Animation Music,29204,en,American Pop
3604,Action Crime,17814,en,Assault on Precinct 13
3605,Drama Horror Thriller,11879,en,Near Dark
3606,Crime Drama Thriller,21128,en,One False Move
3607,Adventure Action Thriller Crime,482,en,Shaft
3608,Crime Drama Mystery,592,en,The Conversation
3609,Drama Mystery Thriller Crime,31593,en,Cutters Way
3610,Horror Science Fiction Thriller,12611,en,The Fury
3611,Comedy Drama Romance,14328,en,The Paper Chase
3612,Drama Thriller Crime,32047,en,Prince of the City
3613,Crime Drama History,9040,en,Serpico
3614,Drama,25364,en,Ace in the Hole
3615,Drama Western,43002,en,Lonely Are the Brave
3616,Crime Drama,5121,en,The Sugarland Express
3617,Comedy Romance,195,en,Trouble in Paradise
3618,Action Adventure Comedy Fantasy,6978,en,Big Trouble in Little China
3619,Crime Drama,3133,en,Badlands
3620,Drama History,643,ru,Battleship Potemkin
3621,Comedy Drama Romance,10571,en,Boys and Girls
3622,Action Adventure Crime Thriller,479,en,Shaft
3623,Animation Action Science Fiction Family Adventure,7450,en,Titan A.E.
3624,Drama,31023,es,Butterfly
3625,Comedy Drama Romance,25636,en,Jesus Son
3626,Comedy Romance,41160,en,The Match
3627,Drama Foreign,47439,fr,Time Regained
3628,,207731,en,Boricuas Bond
3629,Animation Comedy Family,7443,en,Chicken Run
3630,Comedy,2123,en,"Me, Myself & Irene"
3631,Drama History War Action,2024,en,The Patriot
3632,Action Adventure Animation Comedy Family,17711,en,The Adventures of Rocky & Bullwinkle
3633,Drama,2133,en,The Perfect Storm
3634,Romance Drama,29946,en,The Golden Bowl
3635,Horror Thriller Mystery,25993,en,Asylum
3636,Drama Horror Science Fiction Thriller,28774,en,Communion
3637,Animation Family Music,46929,en,Fun & Fancy Free
3638,Comedy,11598,en,The Kentucky Fried Movie
3639,Action Crime Drama Thriller,9702,en,Bound by Honor
3640,Fantasy Horror,117026,en,Daughter of Dr. Jekyll
3641,Crime Thriller Action,9873,en,F/X
3642,Adventure Action Comedy Thriller,16820,en,F/X2
3643,Drama Thriller Crime Romance,14864,en,The Hot Spot
3644,Action Adventure Thriller War,15379,en,Missing in Action
